wt_mtd,nb_mtd,Gini,Gamma
indicator,0,0.08859683692877093,0.0
indicator,1,0.08849745549253783,-0.03871899232687418
indicator,2,0.08793886328198625,-0.04802014926860275
indicator,3,0.08979284110964514,-0.054024136075294354
indicator,4,0.08843234351707477,-0.06379310481897049
indicator,5,0.08811706447799045,-0.08850235872776162
indicator,6,0.0905604770308939,-0.043455619654555105
indicator,7,0.09068727403574306,-1.0000000000000002
ses,0,0.08861054471307897,0.0
ses,1,0.0883775123798427,-0.012872953402685794
ses,2,0.08922739500693959,0.002580325803746036
ses,3,0.08946385428625284,-0.023524962126049723
ses,4,0.09026575966827162,-0.045617305665569666
ses,5,0.08786347046829218,-0.0507828636510747
ses,6,0.08868936447285004,-0.07277796440456083
ses,7,0.08959065129110194,-0.1521081768749794
neg_pow,0,0.08958379739894794,0.0
neg_pow,1,0.08850430938469184,-0.016085403942394626
neg_pow,2,0.08896009321293327,-0.04161203895357931
neg_pow,3,0.08789773992906225,-0.05240055471206871
neg_pow,4,0.0902383440996556,-0.042964653221473324
neg_pow,5,0.08754133753705387,-0.06925028458083696
neg_pow,6,0.08918284470793852,-0.08341538819661265
neg_pow,7,0.08919997943832354,-0.07572478977538738
neg_exp,0,0.08867565668854199,0.0
neg_exp,1,0.09062216206027998,-0.01722252763215911
neg_exp,2,0.09040969140350578,0.00912987609356267
neg_exp,3,0.08835695070338068,-0.0087335569534159
neg_exp,4,0.08927537225201759,0.0005388100635720792
neg_exp,5,0.08957694350679392,-0.021706369795721343
neg_exp,6,0.0890491938109354,-0.04435943969362735
neg_exp,7,0.08777779681636709,-0.03462290856983253
