wt_mtd,nb_mtd,Gini,Gamma
indicator,0,0.08938160758040473,0.0
indicator,1,0.08955295488425491,-0.006350104203320299
indicator,2,0.08911430578639848,-0.022821470114658984
indicator,3,0.08881958842377616,-0.014942099816659718
indicator,4,0.090649577628896,-0.039098305584783916
indicator,5,0.08839464711022772,-0.12009323894366745
indicator,6,0.08899778961978035,-0.03229561245760518
indicator,7,0.08765099981151797,-1.0
ses,0,0.08999160398211134,0.0
ses,1,0.08889498123747022,-0.025989241312295894
ses,2,0.08909717105601345,-0.005002882932077503
ses,3,0.08833638902691868,-0.04804442529400903
ses,4,0.0888709926149312,-0.03721040539271431
ses,5,0.08886413872277721,-0.051165156743810516
ses,6,0.08976542554102912,-0.06247157795177108
ses,7,0.08899436267370334,-0.16237511300183088
neg_pow,0,0.08845975908569081,0.0
neg_pow,1,0.08864481417384901,-0.04373002857514909
neg_pow,2,0.08847346686999877,-0.06800923957462593
neg_pow,3,0.08951183153133088,-0.00363988683570888
neg_pow,4,0.08994705368311032,-0.011465976086274136
neg_pow,5,0.08846318603176778,-0.042210234620554676
neg_pow,6,0.08800054831137233,-0.059360258365409854
neg_pow,7,0.09115676564829253,-0.099064535005415
neg_exp,0,0.08812049142406747,0.0
neg_exp,1,0.08898065488939533,-0.018330262330560603
neg_exp,2,0.09009783931049847,-0.04953799645661339
neg_exp,3,0.08852144411507686,-0.0352339200917995
neg_exp,4,0.0904131183495828,-0.03356933653038688
neg_exp,5,0.08811021058583642,-0.03034942603008648
neg_exp,6,0.08831582735045665,-0.014264517429782905
neg_exp,7,0.09002244649680438,-0.039099741545943936
