wt_mtd,nb_mtd,Gini,Gamma
indicator,0,0.09028974829081063,0.0
indicator,1,0.08764414591936398,-0.06478172664866452
indicator,2,0.0885625674680009,-0.016466869009986763
indicator,3,0.0884700399239218,0.019367835734317114
indicator,4,0.0890697554873974,-0.04119777311198419
indicator,5,0.08743167526258971,-0.052267108890853745
indicator,6,0.08937818063432772,-0.042917001247509516
indicator,7,0.08995390757526434,-1.0
ses,0,0.08688336389026918,0.0
ses,1,0.08854543273761586,-0.04798564682815711
ses,2,0.08935419201178871,-0.017616993369426754
ses,3,0.0899230650605713,-0.02262859425826648
ses,4,0.08900121656585736,-0.04152311861351518
ses,5,0.08939874231078973,-0.0940363185475913
ses,6,0.08852829800723086,-0.0607572183820693
ses,7,0.08922396806086257,-0.17013723377647946
neg_pow,0,0.08881273453162217,0.0
neg_pow,1,0.0890526207570124,-0.022072729363270448
neg_pow,2,0.08929250698240263,-0.023996836914365313
neg_pow,3,0.08804852555645037,-0.056737479673426544
neg_pow,4,0.08907660937955142,-0.023537678045190365
neg_pow,5,0.08711639622350544,-0.058454150759955525
neg_pow,6,0.08881616147769916,-0.05269791347054366
neg_pow,7,0.08849402854646084,-0.10910065576568287
neg_exp,0,0.0899573345213413,0.0
neg_exp,1,0.08903205908055037,-0.03861953609813822
neg_exp,2,0.08897380099724131,0.007583950580578678
neg_exp,3,0.08764071897328696,-0.04705725357986114
neg_exp,4,0.08764757286544095,-0.03349992115684528
neg_exp,5,0.08882644231593016,-0.06610233678775702
neg_exp,6,0.0883638045955347,-0.0525659894430706
neg_exp,7,0.08928908003632563,-0.03739640438344696
