wt_mtd,nb_mtd,Gini,Gamma
indicator,0,0.08851801716899987,0.0
indicator,1,0.08977227943318314,-0.04013315795308521
indicator,2,0.08936447285001972,-0.04194190378616448
indicator,3,0.08973800997241307,-0.04878728789790024
indicator,4,0.08817189561522251,-0.05197660201726906
indicator,5,0.09000531176641935,-0.057940431969336764
indicator,6,0.08830554651222564,-0.06996123683901145
indicator,7,0.0907215434965131,-1.0
ses,0,0.08878874590908312,0.0
ses,1,0.08864138722777198,-0.03289244968270941
ses,2,0.09015952433988453,-0.0008559138073395806
ses,3,0.08828498483576361,-0.050978250265615775
ses,4,0.08907660937955142,-0.0659196336002093
ses,5,0.08733572077243365,-0.04854354212537112
ses,6,0.09015609739380753,-0.06299411874832883
ses,7,0.08812049142406744,-0.17737381859697288
neg_pow,0,0.08763386508113294,0.0
neg_pow,1,0.08806566028683542,-0.030002660134444623
neg_pow,2,0.08810335669368242,-0.01848279085191544
neg_pow,3,0.08712325011565944,-0.0023927679972947915
neg_pow,4,0.08928908003632564,-0.03765096464650795
neg_pow,5,0.08882644231593016,-0.08617013792879913
neg_pow,6,0.08941930398725177,-0.04900549431480987
neg_pow,7,0.08843919740922879,-0.11008126308473357
neg_exp,0,0.08843919740922877,0.0
neg_exp,1,0.08891554291393225,-0.011576323748907524
neg_exp,2,0.09088603690820926,-0.04609092124263983
neg_exp,3,0.08883672315416116,-0.03212777008091471
neg_exp,4,0.08943301177155978,-0.031292952130460384
neg_exp,5,0.08866194890423401,-0.028850655047771505
neg_exp,6,0.08774695430167406,-0.07843841673042601
neg_exp,7,0.08958379739894792,-0.015913694743201513
