wt_mtd,nb_mtd,Gini,Gamma
indicator,0,0.08979626805572213,0.0
indicator,1,0.088651668066003,0.0027196073072076076
indicator,2,0.08902177824231937,-0.025419651113387197
indicator,3,0.0879525710662943,-0.033592172937138155
indicator,4,0.09003958122718939,-0.05324728686973561
indicator,5,0.08793886328198627,-0.08318398658124791
indicator,6,0.09098541834444236,-0.0578862245910035
indicator,7,0.08937818063432772,-1.0
ses,0,0.08935076506571171,0.0
ses,1,0.08857970219838589,-0.023354884535037316
ses,2,0.09080721714843817,-0.06400414727647863
ses,3,0.08883672315416116,-0.04512299663192383
ses,4,0.09031716385942667,-0.02823392303473351
ses,5,0.08925823752163259,-0.0302477080468612
ses,6,0.08946728123232983,-0.07513950720911383
ses,7,0.08917599081578453,-0.1294335110879457
neg_pow,0,0.08977227943318312,0.0
neg_pow,1,0.08837408543376571,-0.01280356200393628
neg_pow,2,0.0899573345213413,-0.05424204757937541
neg_pow,3,0.08910402494816747,-0.016455992350489324
neg_pow,4,0.08890526207570121,-0.055440237728838423
neg_pow,5,0.08932677644317268,-0.03730539855998669
neg_pow,6,0.09013553571734548,-0.018788016546406744
neg_pow,7,0.08853515189938488,-0.11994015699599311
neg_exp,0,0.08839122016415073,0.0
neg_exp,1,0.08836723154161172,-0.022446719686675984
neg_exp,2,0.0902486249378866,-0.024279649778984752
neg_exp,3,0.0887647572865441,-0.03299735888038718
neg_exp,4,0.08960093212933296,-0.0377091762595173
neg_exp,5,0.08922396806086255,-0.05018816497657784
neg_exp,6,0.08932334949709567,-0.02139090578756591
neg_exp,7,0.08970031356556606,-0.045399025094508764
