wt_mtd,nb_mtd,Gini,Gamma
indicator,0,0.0897551447027981,0.0
indicator,1,0.08953582015386988,-0.03957898032273652
indicator,2,0.08928565309024863,-0.03262493270876403
indicator,3,0.08804167166429637,-0.03685469685164285
indicator,4,0.08932677644317268,-0.0418161247085574
indicator,5,0.08960093212933294,-0.07727139843556413
indicator,6,0.09180445845684618,-0.06967905120592707
indicator,7,0.08918284470793852,-1.0
ses,0,0.08882644231593018,0.0
ses,1,0.09000188482034238,-0.019802735361403527
ses,2,0.08776751597813609,-0.033234364584842
ses,3,0.0888504309384692,-0.03245860058363787
ses,4,0.08801425609568034,-0.0575895522819959
ses,5,0.09034457942804268,-0.05473000331034637
ses,6,0.08710268843919741,-0.07439435250828494
ses,7,0.0881650417230685,-0.19142555409556478
neg_pow,0,0.08862767944346396,0.0
neg_pow,1,0.0888504309384692,-0.03479410323258224
neg_pow,2,0.08994705368311032,0.008109299219736996
neg_pow,3,0.08997104230564933,-0.026659125472393644
neg_pow,4,0.08928565309024862,-0.04321495906651342
neg_pow,5,0.08722263155189254,-0.0754938790674957
neg_pow,6,0.08900464351193435,-0.09141302651264455
neg_pow,7,0.08806566028683539,-0.11733778502796194
neg_exp,0,0.08692791418927025,0.0
neg_exp,1,0.0884803207621528,-0.027904946266654487
neg_exp,2,0.08912115967855247,-0.029139046063890395
neg_exp,3,0.08884357704631517,-0.054971862408698266
neg_exp,4,0.08931992255101866,-0.06145346023011549
neg_exp,5,0.08904233991878138,-0.02574784943428057
neg_exp,6,0.08834324291907268,-0.02848768076705166
neg_exp,7,0.0892273950069396,-0.019190812518884603
