,sim_0,sim_1,sim_2,sim_3,sim_4,sim_5,sim_6,sim_7,sim_8,sim_9,sim_10,sim_11,sim_12,sim_13,sim_14,sim_15,sim_16,sim_17,sim_18,sim_19,sim_20,sim_21,sim_22,sim_23,sim_24,sim_25,sim_26,sim_27,sim_28,sim_29,sim_30,sim_31,sim_32,sim_33,sim_34,sim_35,sim_36,sim_37,sim_38,sim_39,sim_40,sim_41,sim_42,sim_43,sim_44,sim_45,sim_46,sim_47,sim_48,sim_49,sim_50,sim_51,sim_52,sim_53,sim_54,sim_55,sim_56,sim_57,sim_58,sim_59,sim_60,sim_61,sim_62,sim_63,sim_64,sim_65,sim_66,sim_67,sim_68,sim_69,sim_70,sim_71,sim_72,sim_73,sim_74,sim_75,sim_76,sim_77,sim_78,sim_79,sim_80,sim_81,sim_82,sim_83,sim_84,sim_85,sim_86,sim_87,sim_88,sim_89,sim_90,sim_91,sim_92,sim_93,sim_94,sim_95,sim_96,sim_97,sim_98,sim_99
indicator_0,0.0,0.0,0.0,0.0,0.1430879919972298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0640171933904098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3797170664640544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4339503989309437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3410361535594485,0.3205694243862183,0.0,0.0,0.0,0.0,0.05664619213938738,0.0,0.03855980503911004,0.0,0.0,0.0,-0.1323119214132676,0.0,0.0,-0.3309634098172286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17155073521743672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indicator_1,-0.11156242470138723,-0.05063610480412298,-0.09769609903335502,0.16208611186061747,-0.051554179098840504,0.4124701095685074,0.0710862262038074,0.2613110289826881,-0.14743732466491527,0.025452182389255923,0.06267181682151932,0.06473188980841174,-0.01088825214899714,0.06487371909641534,-0.06369054575201584,0.09186012721578257,0.27670376879515723,-0.08632894372602522,0.08567551158887181,-0.1955716739835846,-0.0814617275719822,-0.004299684182489231,-0.057493665952056155,-0.14031349149973965,-0.07607961543045573,-0.09377869995578077,0.13640050990844824,-0.24036184338238162,0.21762814450539048,0.031345277654071454,0.07082395799849993,0.015188554482426921,0.14437874456670716,0.10780017528483789,-0.30085085276050216,-0.04731885450701518,0.157546823356592,-0.021143970249690062,0.2765469511446006,-0.1340091344547176,0.03566639849825687,-0.05951163646774921,-0.02054866697109138,-0.17552422976297397,0.07797884073363015,0.015115784590404758,-0.16990944973299288,-0.03439229350276695,-0.11429646036190398,-0.13043792716884242,-0.270289239407484,-0.23294117647058815,-0.11927249745444327,0.12285248505622202,-0.004840134251898939,0.008279668813247484,0.24272407369074722,0.10995410544178337,-0.11172005184225141,-0.02828737975181488,0.14901270772238517,0.15162776293887664,-0.15090701609412507,-0.10141947728440948,-0.14221052145397448,0.08496257654797006,0.19441690788691066,-0.08716402913840741,-0.2407031055014797,0.007559113759076524,-0.12509624346557513,-0.09586101596995836,-0.0940514743480484,0.07080540682218148,0.03521756230111913,0.0756829035339064,0.03364926948387902,-0.1381919008660528,-0.005840363400389362,-0.0014225788801751022,-0.039961978692225376,0.04818486941090234,-0.04797814628140511,-0.24124614756228888,0.005936850066175103,-0.09825911673080444,0.0068401543811379625,-0.06303139013452912,0.027746260959257356,0.3400945609412783,0.12773088882607123,-0.247275497697837,0.2708982832439622,0.20710266000209732,0.08656858468493475,-0.19004327552081593,0.11506839213951267,-0.06868320225851986,0.23496348749723397,0.02425497012068896
indicator_2,0.09988256577903326,-0.10773069338806386,-0.022829753239836707,-0.1655633983103536,-0.11920556107249258,0.06260748655274616,-0.2947472599978006,-0.09383378016085793,0.006423139062931045,-0.16399375261894789,-0.044797981852951994,0.05889605852616004,0.16284729263841008,-0.2553317302006544,0.03777469641581575,-0.08735343043778147,-0.2817549328973881,0.03173731141444453,-0.19009408985377388,-0.09077907115331137,0.017581628991747363,-0.4660158633312994,-0.06727950490391223,-0.16533224770434707,0.05003528843653651,-0.15195609695256304,-0.20932638912841037,0.05930628134535128,-0.0736942698570221,0.0929048820431107,-0.15730285714285722,0.09104284162959331,-0.04840363469221795,0.04157778526252759,-0.0783927443036092,-0.09332146757817242,0.00843434576208697,-0.26660616275552107,0.09739081340484736,-0.16557307854648715,0.016421780466724267,0.03217772064435784,0.2517474675737301,-0.089386090598479,-0.0385375814345444,0.10627533871582526,-0.276990718124084,-0.04824543146151607,-0.23617323006436122,0.011892391178847718,-0.05854512754981305,0.12474098632407796,0.029455735585276133,-0.09566983935894056,-0.14322324639358494,-0.12155175667006297,-0.07666897895814753,-0.01856953737164122,0.1156031384068334,-0.0448822988689501,0.0027443375169234102,0.11699474310272051,-0.05036626560898777,-0.16927704214503167,-0.3966091076392966,0.0807711940943181,-0.08756774377572224,-0.24941099713654,0.1845784877143763,0.13882470048704182,0.08417151932239282,-0.03181200233054961,-0.053815727401386244,0.3156084094287534,0.03551588061760087,-0.027068417627014802,-0.20291890780773583,0.031248896578510658,0.141363269386029,-0.13885249156243798,-0.004405656023161167,0.016874828706785167,-0.0007174955628564036,0.07083067452422953,-0.10797765193265169,-0.09581552912191552,0.18575602320362458,-0.29570580705225186,0.1254644900004175,0.23916275877845125,-0.07686203787195671,-0.12783053323593865,0.19629869388065962,-0.26496247476094337,-0.09294537073715296,-0.05415275868839582,0.009941916402380378,-0.055652842437961814,-0.10964501255763395,-0.24576706003078527
indicator_3,-0.023300468963479953,-0.309255079006772,-0.0013348244886179032,0.03137528966049951,0.02059388587414474,-0.3428510182207932,-0.05953975404845975,-0.29027929804738534,0.011504017556900632,-0.09897761002601778,-0.16020986358866732,-0.11751845893660019,-0.03087904118477811,0.035582930828200465,0.21056835244880362,0.06682606096832036,-0.21998525931960117,-0.14142450142450147,-0.1034918129808641,-0.04254622045401361,-0.043947206584985084,0.0173596144049532,0.07597824179680646,0.02310106242201979,0.029889775247426413,-0.0021608839238389872,0.01915208197228622,-0.10981003327576763,-0.04501211711890664,0.07316878663423586,0.22901735365809286,-0.025631231139462907,-0.14067290463866217,-0.16131845768070655,0.10230108123093982,-0.15075432221121024,0.06108188426167624,-0.027949371463130167,-0.17261556465769454,0.01814810853210672,0.054720571672686326,0.02167078844783503,-0.04206219962664337,-0.0034069400630914745,-0.20628358825961132,-0.017218030566840823,-0.4511459114038893,-0.006119578851343617,-0.11172086469650336,0.15975817253737826,-0.08329860979582558,-0.09440349825439935,-0.03680686568268409,-0.22045226690431083,0.05408614919572504,-0.11239735195166953,-0.23354457447222113,0.2895645615845672,-0.20516021639617155,0.29134902220749104,-0.1772975995526621,-0.07957986020259415,-0.3787961846288784,-0.12469252601702936,0.0414296185124429,0.0038087177316970017,0.2994909195941799,0.15289049578829958,-0.014674314670795644,0.12371546776991858,-0.3532468503495458,-0.12120570678633412,-0.1977802962210324,0.1958654887034256,0.3249170448911096,0.04657927242299877,-0.2799909032331425,-0.08051803756814004,-0.06633062206438307,0.032506446809283385,0.15201726330391893,0.22403985443239238,0.0364094511193075,0.18779058014958547,-0.08056369865432837,-0.2870410623246256,0.11206799715430406,-0.09281400221866133,-0.08960139304235905,0.16693612190843102,-0.07043875159340432,0.03821320962265055,-0.012507444907683143,-0.30629256130688787,0.09873908826382151,-0.16586700503588564,0.1513426463428336,-0.20731296967884247,0.10878239490548547,-0.0480751519616872
indicator_4,0.0519177639840695,-0.111932718482103,0.039277833500501486,-0.171053124181049,-0.02754600525774373,-0.06519353740209614,0.27531758280897534,0.08438432464690668,0.18400537133052328,0.007164866169209697,-0.04942507068803017,0.11990523406308956,0.2976865455448413,0.0014063777596075278,0.046644621668936,-0.0848467764667982,-0.2495312695304362,-0.13525301886030447,-0.001434720229555266,0.06219736496377765,0.11622644178070084,-0.35931480719602044,-0.051574584454984376,-0.11490819293424138,-0.15919834355588552,0.010755267682219816,-0.16935642203636073,0.1990529577660945,-0.16447232655082752,-0.1057162648019263,-0.07589084809556929,0.049856073690270564,-0.30108524629846295,-0.08465389392855793,-0.09169557233217712,-0.09509567222802784,-0.13937508103202384,0.25419877143770203,0.2623322695989851,0.07148833994251824,-0.05111486024349095,-0.3261143288844119,0.05847928771475149,-0.06458779335137536,0.0747959601982633,-0.11270098279173102,-0.06133148298060983,-0.008242916842387779,0.08517280640540645,0.159372840045109,-0.16208956420639065,-0.029248949786031164,-0.3130452932581926,-0.011299632674479641,0.020758436738953962,-0.17980409467356115,0.18775767930765522,-0.26340208053934533,0.08309311943852608,0.0715900527505652,-0.07004698940006558,0.09028712835256013,0.06603029050321323,-0.01863354037267077,-0.05227754017356643,-0.0670688563661416,-0.10658762074540855,0.1395903532351494,-0.05812966355390737,-0.15508304642276113,0.15566054879156815,0.0011797729954029473,-0.20527822731233653,-0.11292497175964726,-0.23940942189322928,-0.016831016593402262,-0.09428826937283712,-0.08721883173496077,-0.006607360377985287,-0.030101061325026254,-0.0350752210535138,0.17793776309060147,-0.17359861972761642,0.3367237474671224,-0.08667646061701881,0.05146734520780325,0.1779291454932065,0.07437653348958141,-0.1057966532659863,0.04947611149318338,0.21229560919462412,-0.06949044799089964,-0.03360038263780937,-0.019501583788115857,-0.10538603317632601,-0.02460954410736295,0.025004383657724012,-0.10659148356990084,0.16874388532051554,-0.2741980697609227
indicator_5,0.12592145536060698,-0.2629278382703039,-0.1695774175985257,-0.22503747577785083,-0.07081775441454116,-0.02223181523850643,-0.1387228209131412,-0.02694433821228662,-0.23450290288846426,-0.16060129475878718,-0.09210696292468669,0.03432441740328315,0.18093029478660316,0.1291585843428613,0.15059096176129788,-0.31136166522116243,-0.10027420375448218,-0.05045387375976356,-0.10311698631126519,-0.12434888183918846,-0.18941465449321046,0.11261393707733008,-0.06241721189740296,-0.21151517518846927,-0.20477671543216996,-0.10316582708768476,-0.16110926479819798,-0.06868410913803367,-0.3718282494657082,-0.028123828173826085,0.03259695265059795,-0.30095635404777826,-0.011714188858337398,0.0034936070592472552,0.1760866937920478,-0.05908629441624364,-0.14995473474560925,-0.09092764567813046,0.06187893424126055,-0.1459225922592259,-0.3705552331205263,-0.10255703084984831,-0.14396918066642841,-0.29493636818024543,-0.22927532544629595,-0.08108527733571397,-0.07394323303691074,-0.20309996646670878,-0.27667805259475703,-0.07577847439916403,-0.24835398519609048,0.04931731059137691,-0.08579631197320471,0.18386764653672732,-0.2151034511469132,0.07191365955728503,0.01829958250419445,-0.19126053266714654,-0.18558276199804113,0.01785314779184753,0.04387884371760917,0.21611691367708388,-0.1945680702955609,-0.16534671872095183,-0.3261337461767928,-0.12292089249492902,-0.09878884030491816,0.178261328083805,0.1432881982423717,0.029595566560547085,0.11312823183661323,0.027932960893854757,0.07769685752223068,-0.29137229715264396,-0.0961882941053947,0.03538071594736296,0.023377279811296916,0.03147131225146755,-0.04656705125780218,0.3156238505864563,-0.07131157364867563,-0.15878014062028203,0.08705778949681389,0.026152864808074716,-0.03265115945665032,-0.15720025375343624,-0.1623623787500512,0.32116878313401565,-0.03043181909305957,-0.027171297309122728,-0.02426440348450292,0.2757167299586862,0.1353057199211046,0.0876130239187564,-0.05172762992668204,-0.19571560480147748,-0.2723309909435947,-0.09049792360511492,-0.3862981243830206,-0.0003065499506113832
indicator_6,0.023979167420159885,-0.43333467888426913,-0.001519216472185398,-0.23049605198534148,0.10602599775738186,0.042430476470372104,-0.12532859417231293,0.01792904675115506,-0.3005596597268862,-0.1139510929691375,-0.055553146276941745,-0.13154916207236478,0.0787187231979714,0.2232487428370951,-0.4382931908372954,-0.09971766438888663,-0.11730171520663056,-0.11550354221300244,-0.013041436364293184,0.10918490302017334,-0.27173398404778376,-0.05496821071752955,0.06586199959766645,-0.13496853730576602,0.020331005748235036,-0.013622266713775356,-0.2336603336230804,-0.03971356545248621,-0.1595819391085224,-0.11291403576845743,-0.24244732165524258,-0.20303343674594965,-0.03170823411455068,0.12530691363342664,-0.04047771379825124,-0.1850350296952238,-0.045989055769006866,0.007898775876913882,0.04464053017610486,-0.1389953760423665,0.18822652103346943,-0.06013752231888463,-0.14070108917884092,0.0545751755396218,-0.036272695049426956,-0.33851498979189776,-0.23374751684649236,0.06197452907162373,-0.14330810635800723,-0.15034924103484607,0.12781697669446218,0.046968468990004265,-0.15751074511503596,-0.15398092271753944,-0.20426258169254455,-0.07190551545794897,0.024423002156010357,0.12113611474193649,-0.100818779210739,0.10937558667818122,-0.36212696690179036,-0.1618240991255931,-0.17672571981449967,-0.12110409092513501,-0.2228077671746665,-0.13326586872317417,-0.3635591204160012,-0.2507387872666742,0.054023450341527585,-0.01868190748347923,-0.09274147016963497,-0.07795539767120581,-0.2582642383866179,-0.053393191823214045,-0.32617470705803975,-0.19047060204201388,-0.21355469638389815,-0.006433403893246977,-0.04884983199793226,-0.2592618903846837,-0.07163512573666676,0.27199633247522653,-0.11502776018183855,-0.04968651469575617,0.24876242031411394,-0.25903062781942143,-0.07192647688772925,0.039332257175479356,-0.07449429235626799,-0.05729532949985525,0.12656287261949373,-0.33196331010976876,-0.007590644626825426,-0.17657192075796727,0.020866511494956944,-0.1418086870611482,-0.22738920969009457,-0.3689133632557615,-0.05667897161151219,-0.011336689946402459
indicator_7,-1.0000000000000002,-0.9999999999999999,-1.0000000000000002,-1.0,-1.0,-1.0000000000000004,-1.0,-1.0,-1.0000000000000002,-1.0,-1.0,-1.0000000000000004,-0.9999999999999998,-0.9999999999999997,-1.0,-1.0000000000000002,-1.0,-0.9999999999999996,-0.9999999999999997,-1.0,-1.0,-0.9999999999999997,-1.0000000000000007,-1.0,-0.9999999999999996,-1.0000000000000002,-1.0000000000000002,-1.0000000000000002,-1.0,-1.0,-1.0,-1.0,-1.0000000000000004,-1.0000000000000007,-1.0000000000000004,-1.0,-0.9999999999999999,-1.0000000000000004,-1.0000000000000002,-0.9999999999999999,-0.9999999999999996,-1.0000000000000004,-1.0,-1.0000000000000002,-1.0000000000000002,-1.0000000000000007,-0.9999999999999998,-1.0,-1.0000000000000007,-1.0000000000000002,-1.0000000000000002,-1.0,-1.0,-1.0000000000000007,-1.0,-0.9999999999999997,-0.9999999999999997,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0000000000000004,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0000000000000002,-1.0,-1.0000000000000002,-1.0,-0.9999999999999997,-0.9999999999999997,-1.0000000000000004,-1.0000000000000002,-1.0000000000000004,-1.0,-1.0,-1.0000000000000007,-1.0000000000000002,-1.0,-1.0000000000000004,-1.0000000000000007,-1.0000000000000002,-1.0000000000000002,-1.0000000000000007,-1.0,-0.9999999999999999,-1.0000000000000002,-1.0000000000000002,-0.9999999999999999,-1.0000000000000002,-1.0000000000000002,-1.0000000000000002,-1.0,-1.0000000000000004,-1.0000000000000004,-1.0,-1.0,-1.0
ses_0,-0.32662987941957894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13528964793573825,0.0,0.0,0.0,0.4137221910637504,0.0,-0.0651235936932941,0.0,0.0,0.3353331583486445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3659307305309551,0.0,0.0,0.3985063421187816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28576422606331325,0.2983447017421906,-0.38129235675714857,0.0,0.0,0.0,-0.34681489324157416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004460377673100169,0.0,0.0,-0.027756160830090828,0.0,0.0,0.0,0.0,0.0,0.0,0.3495102583739772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10596785023105174,-0.30104994211345776,0.0,0.0,0.0,-0.2229111563976933,0.0,0.0,0.0,-0.2909033146245897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ses_1,-0.159090076559581,0.26023540452821337,-0.0674533347134527,-0.1634251652592564,-0.24113102220783955,-0.17230332374676904,-0.07976264629708558,0.2393599549528413,0.19869631009195662,0.24823550274871437,-0.06116017442925724,-0.03818676337262012,0.21578355750222872,-0.08808014876095781,-0.3809279772933339,-0.002059132056412432,0.0052127530609771275,0.035537285335587254,0.08367138036926111,-0.11109607119894419,0.03452257245121802,0.21429478765296184,0.026228265903254378,0.17192687860168668,0.03314980064552873,-0.2379636200649908,-0.1754541239937624,-0.13627477287537856,0.012998582709050433,-0.17161826341752906,0.17837970741302303,-0.16102669893283605,0.03465438472681349,-0.3189714080201401,-0.0981976171888259,-0.2926087861753069,0.1861061356372704,-0.0315842881907742,-0.17677905387939005,-0.019797857440284648,0.12920048621730776,0.0196338881740069,0.2053266810961517,0.026310645451346804,-0.18822510822510827,0.04250066466633749,-0.10945835442545085,-0.10421252938323187,0.031239427089207142,-0.1748993642075167,-0.1975786368338378,0.07447161668695369,-0.0108125021729305,-0.19744892283733162,-0.019293852068710076,0.08008604577353036,-0.20838591491960104,-0.008987636297276325,0.09549969076290608,0.08972800804660326,0.38163705090613625,0.23070577073794485,0.05355467634702451,0.003333725536337603,0.13296325667459694,-0.09650893873205837,-0.31145860035888234,-0.3333333333333333,-0.08793960458945324,-0.24036205162587998,-0.1294060645213389,0.08992895648138231,0.054999054999055046,-0.01431163071961298,0.09428425183415799,-0.31701467851974374,-0.01908005416273439,0.12326208011496316,0.09029114286884236,0.061519322605241025,-0.18527770188517226,0.23765243280721066,-0.13312571451097888,-0.08188018433179721,-0.0741663700011867,-0.1475991572099213,0.10611471145792002,0.09943130365487016,0.29667301535843105,-0.055396994601286026,-0.09856059773651245,0.1544741348413046,-0.22331775150253375,0.05372134171592066,0.04943201643856861,0.22442784678675556,-0.25477136820997603,-0.08181348591409383,-0.29862679717471585,-0.22275514034282856
