wt_mtd,nb_mtd,Gini,Gamma
indicator,0,0.09056733092304792,0.0
indicator,1,0.08912801357070646,-0.032879115951821636
indicator,2,0.08851116327684586,0.024729133070488574
indicator,3,0.08887441956100822,-0.044764316378501125
indicator,4,0.08953924709994687,-0.0560347242591491
indicator,5,0.0881787495073765,-0.06192860800074496
indicator,6,0.08909717105601342,-0.02616015501109996
indicator,7,0.08833638902691869,-1.0000000000000002
ses,0,0.08880588063946818,0.0
ses,1,0.08757218005174688,-0.030134577133144103
ses,2,0.0901389626634225,-0.047974068666402254
ses,3,0.08782234711536814,-0.011109149121451674
ses,4,0.08922054111478557,-0.051363190063691416
ses,5,0.09038227583488974,-0.06142212227393391
ses,6,0.08748993334589882,-0.06827906516471066
ses,7,0.08775038124775107,-0.16664920454651522
neg_pow,0,0.08888812734531623,0.0
neg_pow,1,0.08917256386970751,-0.008739827173569381
neg_pow,2,0.08942273093332875,0.002751080030030932
neg_pow,3,0.09001559260465036,-0.05858950059494526
neg_pow,4,0.08967632494302705,-0.07363926964922882
neg_pow,5,0.08935419201178871,-0.05865329760968501
neg_pow,6,0.0888709926149312,-0.05400056453382927
neg_pow,7,0.08941245009509777,-0.08785674182786907
neg_exp,0,0.08720206987543053,0.0
neg_exp,1,0.08823015369853154,-0.03999046597744128
neg_exp,2,0.08892582375216328,-0.03198511998957953
neg_exp,3,0.0897585716488751,-0.029110687629015038
neg_exp,4,0.08896694710508726,-0.04697892898960959
neg_exp,5,0.08871335309538905,-0.05949069623477776
neg_exp,6,0.09052620757012389,-0.0470549713895063
neg_exp,7,0.08813762615445248,-0.03827909636378228
