wt_mtd,nb_mtd,Gini,Gamma
indicator,0,0.08833296208084165,0.0
indicator,1,0.08799026747314131,0.016818332895443544
indicator,2,0.08877846507085212,-0.015816965292838814
indicator,3,0.08734257466458768,-0.04896768934069719
indicator,4,0.08774352735559707,-0.025125161972025196
indicator,5,0.08891896986000927,-0.0686008450487773
indicator,6,0.08786347046829221,-0.04384552493797135
indicator,7,0.08768184232621098,-1.0
ses,0,0.08712667706173646,0.0
ses,1,0.08977227943318314,-0.027625535893031572
ses,2,0.08793200938983227,0.0014350161538581644
ses,3,0.08919312554616954,-0.028228254702417358
ses,4,0.08897037405116434,-0.05395994168950338
ses,5,0.0901560973938075,-0.03998558798111285
ses,6,0.08901149740408834,-0.02597312075845594
ses,7,0.08753448364489985,-0.14462367994403197
neg_pow,0,0.08801768304175736,0.0
neg_pow,1,0.08842891657099776,-0.025756684035821133
neg_pow,2,0.08826099621322459,-0.02281958897250986
neg_pow,3,0.08901149740408834,-0.0348822930695855
neg_pow,4,0.08942615787940578,-0.05390462444622558
neg_pow,5,0.08878531896300612,-0.07606362784918572
neg_pow,6,0.08795599801237129,-0.04740181318428357
neg_pow,7,0.08917256386970751,-0.08505255807721396
neg_exp,0,0.08931649560494165,0.0
neg_exp,1,0.08957694350679393,-0.017808812454927263
neg_exp,2,0.08781206627713714,-0.012150436834528933
neg_exp,3,0.08803481777214237,0.009510947834505627
neg_exp,4,0.08809650280152843,-0.04840869718468593
neg_exp,5,0.08885728483062319,-0.028459047389752867
neg_exp,6,0.08972772913418206,-0.04635261866546803
neg_exp,7,0.08933363033532668,-0.03789834040862403
