wt_mtd,nb_mtd,Gini,Gamma
indicator,0,0.08863110638954097,0.0
indicator,1,0.09056047703089393,0.016397685122369637
indicator,2,0.0897585716488751,-0.04102845555635431
indicator,3,0.08933363033532667,-0.05078357542772314
indicator,4,0.08901149740408834,-0.04148177644737144
indicator,5,0.08899093572762631,-0.03705340241846138
indicator,6,0.0877640890320591,-0.045447033487866925
indicator,7,0.08937818063432773,-1.0
ses,0,0.08861397165915597,0.0
ses,1,0.08926166446770961,-0.02875625974480953
ses,2,0.08952211236956187,0.005766701010932084
ses,3,0.08863110638954097,-0.043869348209410464
ses,4,0.08692106029711624,-0.05669900136825111
ses,5,0.08789431298298524,-0.06824085876477355
ses,6,0.08781549322321414,-0.0594146173033179
ses,7,0.08961121296756396,-0.2002750240191317
neg_pow,0,0.08761673035074792,0.0
neg_pow,1,0.08878874590908312,-0.039995414196100684
neg_pow,2,0.08974486386456706,-0.0894143566866405
neg_pow,3,0.09089631774644026,-0.08539230248662577
neg_pow,4,0.08998475008995735,-0.05047270090791542
neg_pow,5,0.08983053751649217,-0.056627691878064254
neg_pow,6,0.09007042374188243,-0.041520183061880656
neg_pow,7,0.08941245009509777,-0.1300125095970746
neg_exp,0,0.08881273453162214,0.0
neg_exp,1,0.08924452973732458,-0.013282022602325673
neg_exp,2,0.09016295128596152,0.0004774890735266183
neg_exp,3,0.08877503812477514,-0.01836439758532863
neg_exp,4,0.08881958842377619,-0.05980159646724349
neg_exp,5,0.08844605130138278,0.014488187299636185
neg_exp,6,0.08828155788968661,-0.012914031468348748
neg_exp,7,0.0887647572865441,-0.04306849471891652
