wt_mtd,nb_mtd,Gini,Gamma
indicator,0,0.0893576189578657,0.0
indicator,1,0.08983053751649218,-0.014869217484394511
indicator,2,0.08821987286030053,-0.025080324927048488
indicator,3,0.08844605130138278,-0.023136101665826463
indicator,4,0.08966604410479602,-0.05733126548559053
indicator,5,0.09030002912904166,-0.04683591204715748
indicator,6,0.09149603330991588,-0.05703726200539137
indicator,7,0.08912801357070646,-1.0
ses,0,0.08950155069309984,0.0
ses,1,0.0868628022138072,-0.004123074203204288
ses,2,0.08946385428625281,0.003842801728182483
ses,3,0.08911087884032146,-0.025850160050051547
ses,4,0.08921368722263157,-0.07913866930779716
ses,5,0.08801768304175733,-0.0277561674821949
ses,6,0.08871335309538904,-0.046195060441535464
ses,7,0.08794571717414028,-0.14007726258972966
neg_pow,0,0.08856599441407786,0.0
neg_pow,1,0.09077294768766817,-0.009426958172643003
neg_pow,2,0.08872706087969703,-0.008305889436592346
neg_pow,3,0.08777779681636709,-0.029916021825924018
neg_pow,4,0.0887613303404671,-0.05285510199513048
neg_pow,5,0.08968660578125803,-0.05276383922930752
neg_pow,6,0.08748993334589879,-0.07602510048560021
neg_pow,7,0.09031030996727267,-0.08796932447694045
neg_exp,0,0.09000531176641935,0.0
neg_exp,1,0.08820959202206952,-0.02562463464927158
neg_exp,2,0.08903548602662735,-0.04076625681739113
neg_exp,3,0.08826785010537859,-0.0471768004224913
neg_exp,4,0.08933705728140365,-0.04448338327683178
neg_exp,5,0.08878874590908314,-0.030917227628343626
neg_exp,6,0.08918284470793852,-0.03085213154426672
neg_exp,7,0.0893233494970957,-0.0012548366348774443
