wt_mtd,nb_mtd,Gini,Gamma
indicator,0,0.0901423896094995,0.0
indicator,1,0.08986823392333923,0.00019558607207882596
indicator,2,0.08902520518839639,-0.023798572445547294
indicator,3,0.09075238601120611,-0.07100979648074725
indicator,4,0.08803481777214237,-0.029358490052971233
indicator,5,0.08950497763917684,-0.048685131459002
indicator,6,0.08769555011051905,-0.0841668229720553
indicator,7,0.08818560339953052,-1.0
ses,0,0.08781892016929113,0.0
ses,1,0.08940902314902076,-0.005076226590573035
ses,2,0.0872945974195096,-0.04499556442585648
ses,3,0.08983396446256922,-0.026519409847418983
ses,4,0.09081407104059216,-0.06473870775953741
ses,5,0.09010812014872946,-0.06414799131468465
ses,6,0.089662617158719,-0.02190370835953278
ses,7,0.08938846147255874,-0.12166940139734919
neg_pow,0,0.0898305375164922,0.0
neg_pow,1,0.08913829440893747,-0.00407425164013394
neg_pow,2,0.08888812734531623,-0.039074117695109434
neg_pow,3,0.08902177824231937,-0.04739285701359905
neg_pow,4,0.08913829440893747,-0.04848208619315589
neg_pow,5,0.08968317883518101,-0.039815509371889476
neg_pow,6,0.08998817703603434,-0.058896947894370597
neg_pow,7,0.0900464351193434,-0.0765244402549936
neg_exp,0,0.09071468960435905,0.0
neg_exp,1,0.08812391837014444,-0.013889592072920095
neg_exp,2,0.0890526207570124,-0.006864996178770284
neg_exp,3,0.0884494782474598,-0.03324165900243127
neg_exp,4,0.0898545261390312,-0.06079298120196559
neg_exp,5,0.08914172135501447,-0.03699636734889206
neg_exp,6,0.08947070817840681,-0.04403261384823799
neg_exp,7,0.08927194530594061,-0.022407210385464248
