wt_mtd,nb_mtd,Gini,Gamma
indicator,0,0.08885728483062319,0.0
indicator,1,0.09004300817326641,0.003078789810674519
indicator,2,0.08786689741436919,-0.03126782428694301
indicator,3,0.08964890937441103,-0.0469357136974097
indicator,4,0.08939188841863575,-0.0430803407220966
indicator,5,0.08948784290879186,-0.08610303944500064
indicator,6,0.09038570278096675,-0.07869484704145166
indicator,7,0.08793886328198627,-1.0
ses,0,0.09053306146227792,0.0
ses,1,0.08963177464402597,-0.03067998487527737
ses,2,0.08959407823717894,-0.013548021138646796
ses,3,0.0884666129778448,-0.06547299527666978
ses,4,0.08836723154161169,-0.045982675265463534
ses,5,0.08940559620294375,-0.04709553172717259
ses,6,0.08915885608539952,-0.07933440343479853
ses,7,0.0882507153749936,-0.13953149267911147
neg_pow,0,0.08896694710508732,0.0
neg_pow,1,0.08867908363461902,-0.018876479471644288
neg_pow,2,0.08997446925172634,-0.02245681157269924
neg_pow,3,0.09031030996727266,-0.02680651091097281
neg_pow,4,0.09010469320265246,-0.005210682504372453
neg_pow,5,0.08908003632562841,-0.03899295634938674
neg_pow,6,0.08940902314902074,-0.0803610273392886
neg_pow,7,0.08978941416356812,-0.11408522015795557
neg_exp,0,0.08858655609053992,0.0
neg_exp,1,0.08997104230564934,0.006027413933340204
neg_exp,2,0.08880245369339114,-0.02566175811824207
neg_exp,3,0.08978256027141412,-0.00722992900449588
neg_exp,4,0.08977913332533713,-0.06864993853100346
neg_exp,5,0.08918284470793852,-0.07019744123779656
neg_exp,6,0.08907660937955142,-0.04194071625054557
neg_exp,7,0.08818903034560752,-0.03611444929860227
