wt_mtd,nb_mtd,Gini,Gamma
indicator,0,0.08838436627199672,0.0
indicator,1,0.08924795668340159,0.013169046818472535
indicator,2,0.08874419561008207,-0.01779649027003985
indicator,3,0.0889635201590103,-0.0474061710336435
indicator,4,0.08823358064460857,-0.04993493539848845
indicator,5,0.08948098901663781,-0.040220746988091666
indicator,6,0.08919655249224653,-0.0022175852073165244
indicator,7,0.08905947464916639,-1.0
ses,0,0.0893507650657117,0.0
ses,1,0.08874076866400506,0.002254179879731826
ses,2,0.08918284470793852,0.00870301596618278
ses,3,0.08858998303661693,-0.032936486198320486
ses,4,0.08948098901663783,-0.04072464992346865
ses,5,0.09060160038381798,-0.05771272224638978
ses,6,0.08991621116841728,-0.034034522355873356
ses,7,0.0891417213550145,-0.20704716018418623
neg_pow,0,0.08852487106115386,0.0
neg_pow,1,0.089655763266565,-0.04432162735224726
neg_pow,2,0.08936104590394273,-0.03907793009862946
neg_pow,3,0.089648909374411,-0.024947962638147372
neg_pow,4,0.0891691369236305,-0.018720794986589392
neg_pow,5,0.08924452973732458,-0.027066026490590395
neg_pow,6,0.08854200579153887,-0.07788748159304373
neg_pow,7,0.09016980517811553,-0.13576242815724382
neg_exp,0,0.08862767944346397,0.0
neg_exp,1,0.08859340998269395,0.0008179036544081016
neg_exp,2,0.08984081835472321,-0.038304038201542975
neg_exp,3,0.08891896986000927,-0.04720374899521439
neg_exp,4,0.08762701118897895,-0.004288880507085652
neg_exp,5,0.0882747039975326,-0.005578778313090123
neg_exp,6,0.08837408543376568,-0.05394926142483368
neg_exp,7,0.08929593392847965,-0.0627141092447599
