wt_mtd,nb_mtd,Gini,Gamma
indicator,0,0.08826785010537859,0.0
indicator,1,0.09047480337896883,-0.007242284624075135
indicator,2,0.08912801357070646,-0.037865052663594086
indicator,3,0.08762701118897895,-0.07729903291674903
indicator,4,0.0885694213601549,-0.07771189434104223
indicator,5,0.08936104590394273,-0.03650472298489078
indicator,6,0.08839464711022774,-0.06690084725479101
indicator,7,0.08958379739894795,-1.0000000000000002
ses,0,0.08931306865886468,0.0
ses,1,0.08867908363461902,-0.031819933792543935
ses,2,0.08879902674731413,-0.04302871841164073
ses,3,0.089642055482257,-0.0553181899219883
ses,4,0.08946728123232983,-0.0581150078410016
ses,5,0.08776751597813606,-0.03544301376657219
ses,6,0.08902177824231934,-0.054726811088152215
ses,7,0.08878189201692913,-0.16336304568783885
neg_pow,0,0.08971402134987405,0.0
neg_pow,1,0.0891622830314765,-0.007419777711181857
neg_pow,2,0.08882986926200716,0.0020907097770744873
neg_pow,3,0.09061530816812599,-0.04675757644060474
neg_pow,4,0.08801425609568031,-0.05448079550863737
neg_pow,5,0.08897037405116431,-0.04516446289450326
neg_pow,6,0.08995048062918733,-0.02879857625902114
neg_pow,7,0.08784633573790718,-0.08749405400053378
neg_exp,0,0.08899436267370334,0.0
neg_exp,1,0.08857970219838592,-0.01706793767699922
neg_exp,2,0.08989564949195525,-0.037467782350068896
neg_exp,3,0.09096142972190331,-0.06574057262492965
neg_exp,4,0.08808279501722041,-0.050580228312125115
neg_exp,5,0.08882986926200716,-0.0491083037547646
neg_exp,6,0.08833296208084165,-0.03927375710987355
neg_exp,7,0.08847689381607579,-0.06670078376628277
