wt_mtd,nb_mtd,Gini,Gamma
indicator,0,0.08766470759582598,0.0
indicator,1,0.08892239680608627,-0.00398753509923146
indicator,2,0.09025890577611762,-0.02574249140990481
indicator,3,0.08781206627713713,-0.025261876239487384
indicator,4,0.08934391117355771,-0.048435532200795536
indicator,5,0.08801768304175736,-0.05383762475459872
indicator,6,0.08912801357070649,-0.07125368842620625
indicator,7,0.08873048782577406,-1.0000000000000002
ses,0,0.08901835129624236,0.0
ses,1,0.08753105669882286,-0.03722465102836501
ses,2,0.08962492075187198,-0.012934136112767284
ses,3,0.08966947105087303,-0.07970611285535292
ses,4,0.08750021418412982,-0.031523709580323425
ses,5,0.08943301177155977,-0.0656306227554084
ses,6,0.089666044104796,-0.05076994592524598
ses,7,0.09058789259950997,-0.20379452757407032
neg_pow,0,0.08843919740922875,0.0
neg_pow,1,0.08898408183547232,-0.005258321693124268
neg_pow,2,0.0889669471050873,-0.054848411588312426
neg_pow,3,0.08934391117355771,-0.04341909424851531
neg_pow,4,0.09051249978581588,-0.009526943491176283
neg_pow,5,0.08907318243347442,-0.04462523135122974
neg_pow,6,0.08968317883518104,-0.07876231464732672
neg_pow,7,0.08944329260979078,-0.13307826263525752
neg_exp,0,0.0888709926149312,0.0
neg_exp,1,0.0900293003889584,-0.012322220234420107
neg_exp,2,0.08917941776186153,-0.028631728346115153
neg_exp,3,0.09005671595757442,-0.037462342958316935
neg_exp,4,0.08944329260979078,-0.0870380889044384
neg_exp,5,0.08955980877640889,-0.04022768002059927
neg_exp,6,0.08852144411507684,-0.06007377065479675
neg_exp,7,0.08705471119411937,-0.02659361201592085
