wt_mtd,nb_mtd,Gini,Gamma
indicator,0,0.08919655249224655,0.0
indicator,1,0.08878874590908313,-0.04808324214979964
indicator,2,0.08793543633590925,0.006014651675610022
indicator,3,0.09018008601634656,-0.00039427286646923857
indicator,4,0.08890526207570124,-0.041642375017742234
indicator,5,0.08838779321807372,-0.04781124811921242
indicator,6,0.08800740220352635,-0.04908061310808688
indicator,7,0.08889155429139323,-1.0
ses,0,0.0912458662462946,0.0
ses,1,0.08811706447799043,-0.0545483783632854
ses,2,0.08821987286030059,0.012283527569055944
ses,3,0.08914514830109149,-0.04567994427415684
ses,4,0.08772981957128906,-0.040488455826074854
ses,5,0.08803824471821936,-0.06612025979862911
ses,6,0.08801425609568034,-0.08170331033292133
ses,7,0.09111564229536848,-0.21086053676165795
neg_pow,0,0.08918969860009254,0.0
neg_pow,1,0.08889498123747021,-0.021044381954862384
neg_pow,2,0.08863796028169496,-0.052347235179611984
neg_pow,3,0.0905467692465859,-0.04152676306461188
neg_pow,4,0.08889155429139323,-0.025099799717253332
neg_pow,5,0.08899436267370334,-0.06831860743111307
neg_pow,6,0.08882644231593016,-0.10826622469591891
neg_pow,7,0.08877846507085212,-0.07851786084226958
neg_exp,0,0.08815133393876047,0.0
neg_exp,1,0.08812734531622143,0.021224951177071277
neg_exp,2,0.09000531176641935,-0.027661175110764664
neg_exp,3,0.0884631860317678,-0.015192742576558808
neg_exp,4,0.08917256386970752,-0.018186745985719805
neg_exp,5,0.08811706447799045,-0.04498135772074483
neg_exp,6,0.08875447644831308,-0.03499993800004857
neg_exp,7,0.08852487106115385,-0.09736500948125609
