wt_mtd,nb_mtd,Gini,Gamma
indicator,0,0.08744538304689775,0.0
indicator,1,0.089669471050873,-0.036736373432342664
indicator,2,0.08866880279638799,-0.062831178630845
indicator,3,0.08900464351193436,-0.08161068678598545
indicator,4,0.08931306865886467,-0.042428313440348545
indicator,5,0.08859683692877093,-0.03478309056847316
indicator,6,0.08961121296756397,-0.08476379104517126
indicator,7,0.08774352735559705,-1.0
ses,0,0.08836723154161169,0.0
ses,1,0.09047823032504583,-0.031954887719798784
ses,2,0.08880930758554512,-0.051656875583767886
ses,3,0.08902863213447337,-0.028268300952271015
ses,4,0.08979626805572213,-0.07331171469905252
ses,5,0.08917256386970754,-0.04958939222672002
ses,6,0.09011497404088348,-0.05550990407160587
ses,7,0.08933363033532668,-0.19287697185252617
neg_pow,0,0.08914514830109148,0.0
neg_pow,1,0.08888127345316223,-0.007060270975537941
neg_pow,2,0.08863110638954094,-0.0011918195963468259
neg_pow,3,0.08950497763917684,-0.05185881391389874
neg_pow,4,0.08856942136015489,-0.01844503047126668
neg_pow,5,0.08893267764431725,-0.024908005966579258
neg_pow,6,0.08909374410993644,-0.07158176154299457
neg_pow,7,0.08918627165401552,-0.1106676737043098
neg_exp,0,0.08803824471821935,0.0
neg_exp,1,0.090649577628896,-0.03460340273250553
neg_exp,2,0.09008413152619045,-0.01802110700013055
neg_exp,3,0.08912801357070649,-0.03580962070209461
neg_exp,4,0.08901835129624236,-0.04930204877423216
neg_exp,5,0.087654426757595,-0.050847452784818586
neg_exp,6,0.08875104950223608,-0.033940607580555254
neg_exp,7,0.08920683333047755,-0.04090335231882008
