wt_mtd,nb_mtd,Gini,Gamma
indicator,0,0.08875790339439009,0.0
indicator,1,0.09102654169736642,-0.0237607769078151
indicator,2,0.09028974829081064,-0.019288584519726197
indicator,3,0.08909374410993645,-0.027810511039391337
indicator,4,0.08889155429139324,-0.05711873687117046
indicator,5,0.08725004712050854,-0.024974189966046507
indicator,6,0.08930278782063367,-0.0981076029929221
indicator,7,0.08938503452648175,-1.0
ses,0,0.08906975548739741,0.0
ses,1,0.0892616644677096,-0.034309263036040434
ses,2,0.08899436267370331,-0.03516030581874142
ses,3,0.09007385068795942,-0.06182500639879478
ses,4,0.08762358424290193,-0.025842262044729315
ses,5,0.08987508781549325,-0.06211175071122459
ses,6,0.08973458302633608,-0.1040961244829882
ses,7,0.08862082555130996,-0.14747756008805613
neg_pow,0,0.08807936807114339,0.0
neg_pow,1,0.08884700399239219,-0.021471632941893394
neg_pow,2,0.08945700039409879,-0.010342829132505463
neg_pow,3,0.08780178543890614,-0.011372549890223519
neg_pow,4,0.08999503092818836,-0.010393663024542822
neg_pow,5,0.09006356984972841,-0.026363230162978844
neg_pow,6,0.08946385428625284,-0.05308725678733523
neg_pow,7,0.08782920100752215,-0.07594000492316808
neg_exp,0,0.088685937526773,0.0
neg_exp,1,0.08934048422748067,-0.03396440229485924
neg_exp,2,0.08935419201178871,-0.02752440537509682
neg_exp,3,0.08936789979609672,-0.025577886476735416
neg_exp,4,0.0893576189578657,-0.051023434453531455
neg_exp,5,0.08923424889909355,-0.0527713851041844
neg_exp,6,0.08834666986514969,-0.02126680652430085
neg_exp,7,0.08892582375216326,-0.010464854489483541
