wt_mtd,nb_mtd,Gini,Gamma
indicator,0,0.08963177464402597,0.0
indicator,1,0.08946385428625281,-0.02053855264778969
indicator,2,0.08832268124261064,0.0028658650656834075
indicator,3,0.09038912972704372,-0.06748866092980178
indicator,4,0.08819588423776153,-0.04090174605987683
indicator,5,0.08734942855674167,-0.06096770057389453
indicator,6,0.08969003272733504,-0.08438178162277313
indicator,7,0.08970031356556606,-1.0
ses,0,0.08906975548739737,0.0
ses,1,0.0894432926097908,-0.035016278702825185
ses,2,0.08866537585031099,-0.027261911539255522
ses,3,0.09038227583488974,-0.04253637696291806
ses,4,0.09109850756498344,-0.046048628912548864
ses,5,0.0880862219632974,-0.07576096687044527
ses,6,0.08821301896814654,-0.06867374706828358
ses,7,0.08871678004146605,-0.1461867190735149
neg_pow,0,0.08684909442949916,0.0
neg_pow,1,0.08792858244375526,0.021335060664247868
neg_pow,2,0.08970031356556604,-0.027831281904185448
neg_pow,3,0.08709926149312042,-0.01682733231751862
neg_pow,4,0.08768184232621101,-0.05377180837446743
neg_pow,5,0.08903548602662736,-0.05451557380191596
neg_pow,6,0.08962834769794897,-0.057932593355890655
neg_pow,7,0.08975857164887512,-0.09008342162543251
neg_exp,0,0.0887818920169291,0.0
neg_exp,1,0.08967975188910401,-0.047850430406120095
neg_exp,2,0.08928908003632562,-0.0012008943722629538
neg_exp,3,0.08861739860523295,-0.06650752567740435
neg_exp,4,0.08822329980637755,-0.013285595679302334
neg_exp,5,0.0887921728551601,-0.02681903974983369
neg_exp,6,0.08891211596785525,-0.050161870209144116
neg_exp,7,0.08913144051678348,-0.0334595865937011
