wt_mtd,nb_mtd,Gini,Gamma
indicator,0,0.09021435547711659,0.0
indicator,1,0.08938160758040473,0.013646904101774472
indicator,2,0.08769555011051902,-0.039691834459387
indicator,3,0.08847689381607582,-0.07841723552876152
indicator,4,0.08850088243861483,-0.008978650623524893
indicator,5,0.08853172495330786,-0.03919421418221007
indicator,6,0.08755504532136188,-0.044098141595485946
indicator,7,0.08828841178184062,-1.0000000000000002
ses,0,0.09036171415842771,0.0
ses,1,0.089655763266565,-0.019707420944520212
ses,2,0.08851459022292285,-0.013659869496038498
ses,3,0.08867222974246501,-0.041786106767059045
ses,4,0.08976885248710613,-0.01587398007960935
ses,5,0.08858655609053992,-0.06473616584032879
ses,6,0.08829526567399462,-0.08027036042143348
ses,7,0.08809650280152842,-0.21132860581224983
neg_pow,0,0.08942615787940575,0.0
neg_pow,1,0.089662617158719,-0.023459869868923712
neg_pow,2,0.08939874231078976,-0.026772407745130004
neg_pow,3,0.0890491938109354,-0.013442925939338195
neg_pow,4,0.09060845427597197,-0.03483760420442409
neg_pow,5,0.08903891297270439,-0.06989442379771682
neg_pow,6,0.08938503452648174,-0.12260677573661903
neg_pow,7,0.0881993111838385,-0.10217183733293791
neg_exp,0,0.0880862219632974,0.0
neg_exp,1,0.08959407823717896,-0.013150564843177861
neg_exp,2,0.08890868902177823,-0.018811259944063914
neg_exp,3,0.08910059800209044,-0.062346170682162
neg_exp,4,0.0885625674680009,-0.028695402958307387
neg_exp,5,0.08870307225715804,-0.026573857045744883
neg_exp,6,0.08802453693391135,-0.01326979847460051
neg_exp,7,0.08839464711022772,-0.03579668478624217
