num_features_rm,r2,mse
13,0.032326747,0.009372045
13,0.319811967,0.008848637
13,0.2760609,0.006311487
13,0.138584932,0.007609209
13,0.36709502,0.005528434
13,0.243763328,0.006450993
13,0.256536926,0.007563891
13,-0.243669231,0.009269515
13,0.199538432,0.006588726
13,0.416412633,0.005240348
13,0.164658824,0.006780507
13,0.307044805,0.004396503
13,0.338938165,0.006603445
13,0.205597505,0.00861686
13,0.372889896,0.006205998
13,0.301638916,0.010372403
13,0.403792581,0.007115636
13,0.330130746,0.006177712
13,0.311250179,0.006092882
13,0.275322116,0.00947566
13,0.107193619,0.006833625
13,0.190796934,0.008754652
13,0.249593327,0.007303782
13,0.072846411,0.006844898
13,0.408988356,0.007477323
13,0.237560451,0.007505265
13,0.173792507,0.006946857
13,0.17527396,0.006813499
13,0.291874485,0.007395102
13,0.09753327,0.007389681
13,0.197717661,0.006367314
13,0.065876666,0.005833119
13,0.344010192,0.006753103
13,0.147921772,0.005937262
13,0.212915359,0.008027599
