num_features_rm,r2,mse
6,0.443351712,0.003163468
6,0.322069348,0.004348968
6,0.42353619,0.002429477
6,0.38177892,0.005505747
6,0.265356934,0.003302547
6,0.370578249,0.003373731
6,0.475136617,0.004043921
6,0.389983634,0.002878121
6,0.444687538,0.004955338
6,0.10395768,0.004094406
6,0.244056226,0.003930552
6,0.413729268,0.004312866
6,0.370580311,0.004405224
6,0.470057843,0.003542776
7,0.375870974,0.004370475
7,0.31311673,0.007724565
7,0.325159263,0.004641023
7,0.339184408,0.005544894
7,0.377013394,0.004913646
7,0.457097991,0.002247855
7,0.501838801,0.002568012
7,0.282167598,0.004920534
7,0.51376227,0.002082694
7,0.410132629,0.004521038
7,0.169839223,0.003538342
7,0.398494888,0.004483825
7,0.390946518,0.005812626
7,0.325807609,0.005527578
7,0.257189323,0.004453493
7,0.393768932,0.004394203
7,0.372983155,0.003950966
7,0.277862576,0.003530153
7,0.42023876,0.002881968
7,0.389374436,0.004530706
7,0.380983873,0.004669417
7,0.189385148,0.004843208
7,0.45710066,0.003570629
7,0.414898544,0.005132586
7,0.523600579,0.002976861
7,0.264198689,0.004213589
7,0.260814013,0.004335945
7,0.135343434,0.004168064
7,0.384482587,0.005968678
7,0.451215605,0.00375227
7,0.328072511,0.002557693
7,0.460152549,0.003798298
7,0.312795554,0.006588665
7,0.468280981,0.003557848
7,0.445581938,0.004561369
7,0.362437293,0.00428318
7,0.063265325,0.00265887
7,0.360442429,0.004145046
7,0.429101935,0.002817527
7,0.356114159,0.002859588
7,0.357075543,0.005011611
7,0.27095472,0.004750562
7,0.440260868,0.004793496
7,0.41832462,0.00286755
7,0.438906026,0.004811541
7,0.463097914,0.003989675
7,0.405137763,0.00278013
7,0.33857311,0.004517452
7,0.437029265,0.0029761
7,0.22189262,0.002810415
8,0.327050203,0.00504607
8,0.373186579,0.006467484
8,0.400010934,0.006135124
8,0.29386875,0.003008125
8,0.427790442,0.004747018
8,0.308941544,0.005384114
8,0.200024462,0.004453396
8,0.401484166,0.004285857
8,0.386755277,0.00268439
8,0.44155469,0.003483485
8,0.276510781,0.004035099
8,0.298430817,0.005951527
8,0.465023688,0.003461764
8,0.254857454,0.005299194
8,0.350795306,0.005155188
8,0.340787758,0.00421932
8,0.346897809,0.005505758
8,0.344845793,0.004192951
8,0.383460262,0.003300061
8,0.399004179,0.004463319
8,0.20909147,0.003975976
8,0.399164639,0.003334038
8,0.375567973,0.003797931
8,0.427508577,0.004572319
8,0.240207866,0.004724614
8,-0.046572884,0.005490144
8,0.434970752,0.003935559
8,0.431212799,0.005286967
8,0.29394031,0.005543437
8,0.474473246,0.002221124
8,0.434072473,0.003274038
8,0.352081708,0.006165777
8,0.353130597,0.004681953
8,0.162866489,0.00262182
8,0.384743473,0.0056441
8,0.455123148,0.002860107
8,0.316916093,0.003852937
8,0.357959784,0.003229798
8,0.386495204,0.004509418
8,0.407216805,0.005506334
8,0.242857076,0.005994702
8,0.257583959,0.003548862
8,0.432499399,0.003410301
8,0.380335895,0.004062663
8,0.374798864,0.003542739
8,0.281160557,0.005101812
8,0.419980828,0.004297381
8,0.226902132,0.004302391
8,0.344501194,0.003587584
8,0.351506529,0.006288294
9,0.376793013,0.003479968
9,0.245719314,0.004550148
9,0.354799477,0.003598488
9,0.390876887,0.003300482
9,0.532519956,0.003255516
9,0.316225857,0.003015459
9,0.199705682,0.005270352
9,0.269678046,0.004021365
9,0.397140637,0.004968272
9,0.457902264,0.002776051
9,0.408886803,0.004213557
9,0.374381056,0.005749827
9,0.421653993,0.004325143
9,0.332283367,0.005459571
9,0.436737783,0.003158855
9,0.408853291,0.003781701
9,0.414883478,0.00315155
9,0.457975786,0.003402525
9,0.128824438,0.002457613
9,0.372193784,0.004717104
9,0.373740316,0.00417623
9,0.373551476,0.002872161
9,0.458596499,0.003459015
9,0.317167156,0.005670398
9,0.380033625,0.005090233
9,0.474561117,0.003334395
9,0.345962676,0.003837425
9,0.346394807,0.005788259
9,0.440824582,0.004615703
9,0.252317797,0.003637732
9,0.395324941,0.00280857
9,0.396194036,0.003591033
9,0.363271813,0.005224864
9,0.311006935,0.002990458
9,0.332246473,0.004804627
9,0.122699148,0.004470712
9,0.363002417,0.004619395
9,0.558417651,0.002421476
9,0.400831674,0.002827678
9,0.351628538,0.004198289
9,0.225832537,0.004659065
9,0.323095201,0.005259417
9,0.510681936,0.003345906
9,0.370780598,0.004219127
9,0.318778851,0.004113191
9,0.280200818,0.003777055
9,0.401123886,0.003552892
9,0.407002098,0.005215713
9,0.406674352,0.002809619
9,0.296410483,0.005068026
10,0.295683981,0.00621776
10,0.451688208,0.003953987
10,0.412776444,0.004676686
10,0.18731825,0.006350416
10,0.44747634,0.00347822
10,0.46904935,0.00344401
10,0.396037513,0.003087206
10,0.384471092,0.004320449
10,0.425024938,0.004721069
10,0.135226516,0.004369337
10,0.363139606,0.003835188
10,0.419177208,0.003059085
10,0.373314797,0.004923268
10,0.391393559,0.002213543
10,0.422570343,0.004692827
10,0.306177502,0.004655639
10,-0.23461864,0.002794744
10,0.418230511,0.004035542
10,0.350807629,0.003298147
10,0.479170189,0.003407248
10,0.331329741,0.007695251
10,0.423682879,0.004533999
10,0.338596669,0.006493224
10,0.454833609,0.003212913
10,0.262335696,0.003566557
10,0.401525782,0.004540043
10,0.394467468,0.00375556
10,0.471260798,0.003820976
10,0.194154503,0.003378721
10,0.446234392,0.003256317
10,0.341960512,0.004112851
10,0.477212509,0.003292557
10,0.420456218,0.002799408
10,0.228050153,0.002749637
10,0.457976287,0.004363509
10,0.420946809,0.003360794
10,0.445889931,0.002131741
10,0.178353444,0.005738996
10,0.425322828,0.004042542
10,0.391821241,0.004031292
10,0.453026209,0.002862403
10,0.217781324,0.002775313
10,0.496236004,0.003294097
10,0.38988184,0.003623319
10,0.278222804,0.004379234
10,0.469417479,0.003924284
10,0.459161886,0.003653114
10,0.382337325,0.003567913
10,0.413641782,0.002935682
10,0.429601347,0.003900846
11,0.321166253,0.004526331
11,0.40480354,0.002344748
11,0.31151785,0.004277317
11,0.382179103,0.003963128
11,0.431189761,0.005278128
11,0.330650339,0.005278445
11,0.336410843,0.004702424
11,0.3756151,0.002412568
11,0.468756488,0.003941576
11,0.307958307,0.004811928
11,0.507689028,0.003116059
11,0.479877941,0.004087721
11,0.399834288,0.003454473
11,0.079927186,0.004452614
11,0.317706595,0.003616084
11,0.168833142,0.005456031
11,0.403614213,0.003662105
11,0.299383455,0.0068222
11,0.448535879,0.002251158
11,0.251670793,0.002479932
11,0.257834645,0.004931297
11,0.377342493,0.004435138
11,0.399527887,0.005618567
11,0.354820547,0.00408223
11,0.29445377,0.003142344
11,0.466448418,0.004475233
11,0.406617092,0.00317471
11,0.373807113,0.004079898
11,0.507246892,0.003697935
11,0.30610068,0.003613524
11,0.351751891,0.004254506
11,0.480993601,0.00211004
11,0.497438303,0.003890518
11,0.345926244,0.004629043
11,0.369717246,0.003812601
11,0.401488895,0.002746172
11,0.424867236,0.004125319
11,0.48143766,0.004064059
11,0.394055853,0.003757119
11,0.370956848,0.00392745
11,0.280014245,0.007722599
11,0.360804488,0.003133156
11,0.515740364,0.003105207
11,0.41534151,0.005284567
11,0.36397275,0.002843475
11,0.419100769,0.005635361
11,0.306281338,0.003803273
11,0.086951907,0.003673476
11,0.416781032,0.004760471
11,0.397181986,0.00376773
12,0.386185763,0.00476576
12,0.174635697,0.004403952
12,0.382433629,0.00574653
12,0.393379489,0.005091553
12,0.45310296,0.004054419
12,0.384336763,0.004154145
12,0.371357754,0.004552088
12,0.318108607,0.003632911
12,0.361969446,0.003902228
12,0.330288851,0.004590073
12,0.381375057,0.003630819
12,0.322837305,0.004606155
12,0.383125243,0.004092213
12,0.279447668,0.004423025
12,0.297823251,0.002852439
12,0.463965017,0.002694367
12,0.290204003,0.003886235
12,0.302026383,0.004811713
12,0.080747104,0.003869344
12,0.106627276,0.005226897
12,0.395009064,0.003930462
12,0.437511278,0.00356839
12,0.407952826,0.003857383
12,0.355089718,0.003566522
12,0.528707481,0.002833318
12,0.381762892,0.004167702
12,0.45658447,0.002865585
12,0.400914619,0.004786868
12,0.382036113,0.00343419
12,0.354679563,0.003942251
12,0.407334896,0.004972429
12,0.291911786,0.001886212
12,0.467498031,0.00348539
12,0.495021726,0.003215806
12,-0.046275409,0.003077886
12,0.438879443,0.003638838
12,0.543503921,0.001785137
12,0.377494962,0.003673649
12,0.407150203,0.003277774
12,0.264182622,0.004033264
12,0.026818455,0.004196468
12,0.346380099,0.004410961
12,0.290341002,0.002869161
12,0.441636112,0.004659247
12,0.471675566,0.004314232
12,0.401850331,0.003711307
12,0.475453969,0.002777783
12,0.366253923,0.003861862
12,0.324404975,0.004348507
12,0.422683921,0.003813339
13,0.008755789,0.003497823
13,0.405613154,0.003970107
13,0.397582629,0.004209315
13,0.358773621,0.003797988
13,0.389384734,0.004403634
13,0.413821684,0.003674348
13,0.440756605,0.002908454
13,0.341273776,0.00254197
13,0.298623815,0.002682379
13,0.436887129,0.004005341
13,0.294245535,0.005320989
13,0.343766216,0.003618086
13,0.380818953,0.00489
13,0.266333984,0.006655898
13,0.363086666,0.006379299
13,0.044999325,0.003430028
13,0.342876346,0.006130959
13,0.430254413,0.004739499
13,0.397476767,0.005143316
13,0.362508493,0.003700691
13,0.326285046,0.005722448
13,0.305675847,0.003827575
13,0.491306369,0.003509096
13,0.367023336,0.004835775
13,0.285508431,0.004508298
13,0.35255218,0.002500684
13,0.456050008,0.004203387
13,0.382525624,0.003697963
13,0.350749734,0.003545341
13,0.222871709,0.003166042
13,0.391125796,0.002912586
13,0.397879791,0.003127898
13,0.308420413,0.004598502
13,0.393847062,0.005273518
13,0.196406442,0.00280903
13,0.457858125,0.003827707
13,0.397882841,0.004411087
13,0.117224158,0.003817389
13,0.429612539,0.003187847
13,0.454669939,0.003398034
13,0.405747298,0.004431868
13,0.2844056,0.005622738
13,0.383639319,0.004019409
13,0.407878967,0.004569637
13,0.336811734,0.004682897
13,0.405947067,0.004568657
13,0.373001133,0.004941623
13,0.265141207,0.005230327
13,0.3626461,0.005683817
13,0.372269334,0.004605325
